3,2019-08-01,31,2778.00,1779.80,998.20,78720.20,80500,36.00,1.20,82
4,2019-09-01,30,2778.00,1833.36,944.64,76886.84,80500,36.00,1.20,82
5,2019-10-01,31,2778.00,1824.60,953.40,75062.24,80500,36.00,1.20,82
6,2019-11-01,30,2778.00,1877.25,900.75,73184.99,80500,36.00,1.20,82
7,2019-12-01,31,2778.00,1870.51,907.49,71314.48,80500,36.00,1.20,82
8,2020-01-01,31,2778.00,1893.70,884.30,69420.78,80500,36.00,1.20,82
9,2020-02-01,29,2778.00,1972.72,805.28,67448.06,80500,36.00,1.20,82
10,2020-03-01,31,2778.00,1941.64,836.36,65506.42,80500,36.00,1.20,82
11,2020-04-01,30,2778.00,1991.92,786.08,63514.49,80500,36.00,1.20,82
12,2020-05-01,31,2778.00,1990.42,787.58,61524.07,80500,36.00,1.20,82
13,2020-06-01,30,2778.00,2039.71,738.29,59484.36,80500,36.00,1.20,82
14,2020-07-01,31,2778.00,2040.39,737.61,57443.97,80500,36.00,1.20,82
15,2020-08-01,31,2778.00,2065.69,712.31,55378.27,80500,36.00,1.20,82
16,2020-09-01,30,2778.00,2113.46,664.54,53264.81,80500,36.00,1.20,82
17,2020-10-01,31,2778.00,2117.52,660.48,51147.30,80500,36.00,1.20,82
18,2020-11-01,30,2778.00,2164.23,613.77,48983.06,80500,36.00,1.20,82
19,2020-12-01,31,2778.00,2170.61,607.39,46812.45,80500,36.00,1.20,82
20,2021-01-01,31,2778.00,2197.53,580.47,44614.93,80500,36.00,1.20,82
21,2021-02-01,28,2778.00,2278.31,499.69,42336.62,80500,36.00,1.20,82
22,2021-03-01,31,2778.00,2253.03,524.97,40083.59,80500,36.00,1.20,82
23,2021-04-01,30,2778.00,2297.00,481.00,37786.59,80500,36.00,1.20,82
24,2021-05-01,31,2778.00,2309.45,468.55,35477.15,80500,36.00,1.20,82
25,2021-06-01,30,2778.00,2352.27,425.73,33124.87,80500,36.00,1.20,82
26,2021-07-01,31,2778.00,2367.25,410.75,30757.62,80500,36.00,1.20,82
27,2021-08-01,31,2778.00,2396.61,381.39,28361.02,80500,36.00,1.20,82
28,2021-09-01,30,2778.00,2437.67,340.33,25923.35,80500,36.00,1.20,82
29,2021-10-01,31,2778.00,2456.55,321.45,23466.80,80500,36.00,1.20,82
30,2021-11-01,30,2778.00,2496.40,281.60,20970.40,80500,36.00,1.20,82
31,2021-12-01,31,2778.00,2517.97,260.03,18452.43,80500,36.00,1.20,82
32,2022-01-01,31,2778.00,2549.19,228.81,15903.24,80500,36.00,1.20,82
33,2022-02-01,28,2778.00,2599.88,178.12,13303.36,80500,36.00,1.20,82
34,2022-03-01,31,2778.00,2613.04,164.96,10690.32,80500,36.00,1.20,82
35,2022-04-01,30,2778.00,2649.72,128.28,8040.60,80500,36.00,1.20,82
36,2022-05-01,31,2778.00,2678.30,99.70,5362.31,80500,36.00,1.20,82
37,2022-06-01,30,2778.00,2713.65,64.35,2648.65,80500,36.00,1.20,82
38,2022-07-01,31,2681.49,2648.65,32.84,0.00,80500,36.00,1.20,82
